Ar	NotflNr	NotFlHeiti	TegundNr	TegundHeiti	EldsnTegNr	EldsnTegHeiti	Notkun	Frumorka
2012	10732	Flotadísilolía, önnur skip, innlend notkun	04	Önnur skip	07	Flotadísilolía	0	0
2012	10733	Flotadísilolía, önnur skip, millilandanotkun	04	Önnur skip	07	Flotadísilolía	0	0
2012	10740	Flotadísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	07	Flotadísilolía	0	0
2012	10751	Flotadísilolía, steinefnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10752	Flotadísilolía, framleiðsla og vinnsla málma	05	Iðnaður	07	Flotadísilolía	0	0
2012	10753	Flotadísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	07	Flotadísilolía	0	0
2012	10754	Flotadísilolía, fiskimjölsiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10755	Flotadísilolía, efnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10759	Flotadísilolía, annar iðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10760	Flotadísilolía, orkuvinnsla	08	Orkuvinnsla	07	Flotadísilolía	0	0
2012	10790	Flotadísilolía, annað	99	Annað	07	Flotadísilolía	0	0
2012	10830	Svartolía, innlend fiskiskip	03	Fiskiskip	08	Svartolía	0	0
2012	10831	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	0	0
2012	10832	Svartolía, önnur skip, innlend notkun	04	Önnur skip	08	Svartolía	0	0
2012	10833	Svartolía, önnur skip, millilandanotkun	04	Önnur skip	08	Svartolía	0	0
2012	10840	Svartolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	08	Svartolía	0	0
2012	10851	Svartolía, steinefnaiðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10852	Svartolía, framleiðsla og vinnsla málma	05	Iðnaður	08	Svartolía	0	0
2012	10853	Svartolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	08	Svartolía	0	0
2012	10854	Svartolía, fiskimjölsiðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10855	Svartolía, efnaiðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10859	Svartolía, annar iðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10860	Svartolía, orkuvinnsla	08	Orkuvinnsla	08	Svartolía	0	0
2012	10890	Svartolía, annað	99	Annað	08	Svartolía	0	0
2012	11040	Gas, heimili	10	Heimili	10	Gas	0	0
2012	11041	Gas, landbúnaður	11	Landbúnaður	10	Gas	0	0
2012	11050	Gas, Iðnaður	05	Iðnaður	10	Gas	0	0
2012	11052	Gas, framleiðsla og vinnsla málma	09	Stóriðja	10	Gas	0	0
2012	11080	Gas, þjónusta	06	Þjónusta	10	Gas	0	0
2012	11090	Gas, annað	99	Annað	10	Gas	0	0
2012	21110	Metan á bifreiðar	01	Bifreiðar og tæki	11	Metan	0	0
2012	21160	Metan til orkuvinnslu	08	Orkuvinnsla	11	Metan	0	0
2012	21190	Metan, annað	99	Annað	11	Metan	0	0
2012	21210	Vetni á bifreiðar	01	Bifreiðar og tæki	12	Vetni	0	0
2012	21290	Vetni, annað	99	Annað	12	Vetni	0	0
2012	21410	Lífdísilolía á bifreiðar	01	Bifreiðar og tæki	14	Lífdísilolía	0	0
2012	21411	Lífdísilolía á tæki	01	Bifreiðar og tæki	14	Lífdísilolía	0	0
2012	21430	Lífdísilolía, fiskiskip	03	Fiskiskip	14	Lífdísilolía	0	0
2012	21431	Lífdísilolía, erlend fiskiskip	03	Fiskiskip	14	Lífdísilolía	0	0
2012	21432	Lífdísilolía, önnur skip, innlend notkun	04	Önnur skip	14	Lífdísilolía	0	0
2012	21433	Lífdísilolía, önnur skip, millilandanotkun	04	Önnur skip	14	Lífdísilolía	0	0
2012	21440	Lífdísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	14	Lífdísilolía	0	0
2012	21451	Lífdísilolía, steinefnaiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21452	Lífdísilolía, framleiðsla og vinnsla málma	05	Iðnaður	14	Lífdísilolía	0	0
2012	21453	Lífdísilolía, matvæla- og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	14	Lífdísilolía	0	0
2012	21454	Lífdísilolía, fiskimjölsiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21455	Lífdísilolía, efnaiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21459	Lífdísilolía, annar iðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21460	Lífdísilolía, orkuvinnsla	08	Orkuvinnsla	14	Lífdísilolía	0	0
2012	21490	Lífdísilolía, annað	99	Annað	14	Lífdísilolía	0	0
2012	21510	Etanól á bifreiðar	01	Bifreiðar og tæki	15	Etanól	0	0
2012	21590	Etanól, annað	99	Annað	15	Etanól	0	0
2012	21610	Metanól á bifreiðar	01	Bifreiðar og tæki	16	Metanól	0	0
2012	21690	Metanól, annað	99	Annað	16	Metanól	85	1691,5
2012	31356	Úrgangsolía, iðnaður	05	Iðnaður	13	Úrgangsolía	0	0
2012	10120	Flugvélabensín tekið hér á landi, innlend notkun	02	Flugvélar	01	Flugvélabensín	35	1568
2012	10121	Flugvélabensín tekið hér á landi, millilandanotkun	02	Flugvélar	01	Flugvélabensín	0	0
2012	10210	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	43016	1927116,8
2012	10310	Steinolía, samgöngur	01	Bifreiðar og tæki	03	Steinolía og þotueldsneyti	9	401,31
2012	10390	Steinolía, annað	01	Bifreiðar og tæki	03	Steinolía og þotueldsneyti	28	1248,52
2012	10420	Þotueldsneyti tekið hér á landi, innlend notkun	02	Flugvélar	04	Þotueldsneyti	0	0
2012	10421	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	112872	5032962,48
2012	10510	Dísilolía á bifreiðar (frá söludælu)	01	Bifreiðar og tæki	05	Dísilolía	44712	1937370,96
2012	10511	Dísilolía á tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	13351	578498,83
2012	10530	Dísilolía, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	280	12132,4
2012	10531	Dísilolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	0	0
2012	10532	Dísilolía, önnur skip, innlend notkun	04	Önnur skip	05	Dísilolía	8	346,64
2012	10533	Dísilolía, önnur skip, millilandanotkun	04	Önnur skip	05	Dísilolía	529	22921,57
2012	10540	Dísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	508	22011,64
2012	10541	Dísilolía, húshitun	07	Húshitun og sundlaugar	05	Dísilolía	308	13345,64
2012	10542	Dísilolía, sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	200	8666
2012	10551	Dísilolía, steinefnaiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10552	Dísilolía, framleiðsla og vinnsla málma	05	Iðnaður	05	Dísilolía	0	0
2012	10553	Dísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	05	Dísilolía	740	32064,2
2012	10554	Dísilolía, fiskimjölsiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10555	Dísilolía, efnaiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10559	Dísilolía, annar iðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10560	Dísilolía, orkuvinnsla	08	Orkuvinnsla	05	Dísilolía	570	24698,1
2012	10590	Dísilolía, annað	99	Annað	05	Dísilolía	0	0
2012	10630	Skipagasolía, innlend fiskiskip	03	Fiskiskip	06	Skipagasolía	14527	629454,91
2012	10631	Skipagasolía, erlend fiskiskip	03	Fiskiskip	06	Skipagasolía	14223	616282,59
2012	10632	Skipagasolía, önnur skip, innlend notkun	04	Önnur skip	06	Skipagasolía	342	14818,86
2012	10633	Skipagasolía, önnur skip, millilandanotkun	04	Önnur skip	06	Skipagasolía	0	0
2012	10640	Skipagasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	06	Skipagasolía	283	12262,39
2012	10651	Skipagasolía, steinefnaiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10652	Skipagasolía, framleiðsla og vinnsla málma	05	Iðnaður	06	Skipagasolía	396	17158,68
2012	10653	Skipagasolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	06	Skipagasolía	1541	66771,53
2012	10654	Skipagasolía, fiskimjölsiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10655	Skipagasolía, efnaiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10659	Skipagasolía, annar iðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10660	Skipagasolía, orkuvinnsla	08	Orkuvinnsla	06	Skipagasolía	308	13345,64
2012	10690	Skipagasolía, annað	99	Annað	06	Skipagasolía	0	0
2012	10730	Flotadísilolía, innlend fiskiskip	03	Fiskiskip	07	Flotadísilolía	25749	1115704,17
2012	10731	Flotadísilolía, erlend fiskiskip	03	Fiskiskip	07	Flotadísilolía	386	16725,38
2012	10732	Flotadísilolía, önnur skip, innlend notkun	04	Önnur skip	07	Flotadísilolía	0	0
2012	10733	Flotadísilolía, önnur skip, millilandanotkun	04	Önnur skip	07	Flotadísilolía	0	0
2012	10740	Flotadísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	07	Flotadísilolía	253	10962,49
2012	10751	Flotadísilolía, steinefnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10752	Flotadísilolía, framleiðsla og vinnsla málma	05	Iðnaður	07	Flotadísilolía	0	0
2012	10753	Flotadísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	07	Flotadísilolía	344	14905,52
2012	10754	Flotadísilolía, fiskimjölsiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10755	Flotadísilolía, efnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10759	Flotadísilolía, annar iðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10760	Flotadísilolía, orkuvinnsla	08	Orkuvinnsla	07	Flotadísilolía	0	0
2012	10790	Flotadísilolía, annað	99	Annað	07	Flotadísilolía	0	0
2012	10830	Svartolía, innlend fiskiskip	03	Fiskiskip	08	Svartolía	11230	451333,7
2012	10831	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	16647	669042,93
2012	10832	Svartolía, önnur skip, innlend notkun	04	Önnur skip	08	Svartolía	45	1808,55
2012	10833	Svartolía, önnur skip, millilandanotkun	04	Önnur skip	08	Svartolía	0	0
2012	10840	Svartolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	08	Svartolía	0	0
2012	10851	Svartolía, steinefnaiðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10852	Svartolía, framleiðsla og vinnsla málma	05	Iðnaður	08	Svartolía	0	0
2012	10853	Svartolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	08	Svartolía	0	0
2012	10854	Svartolía, fiskimjölsiðnaður	05	Iðnaður	08	Svartolía	2189	87975,91
2012	10855	Svartolía, efnaiðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10859	Svartolía, annar iðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10860	Svartolía, orkuvinnsla	08	Orkuvinnsla	08	Svartolía	0	0
2012	10890	Svartolía, annað	99	Annað	08	Svartolía	0	0
2012	11040	Gas, heimili	10	Heimili	10	Gas	128	6400
2012	11041	Gas, landbúnaður	11	Landbúnaður	10	Gas	47	2350
2012	11050	Gas, Iðnaður	05	Iðnaður	10	Gas	331	16550
2012	11052	Gas, framleiðsla og vinnsla málma	09	Stóriðja	10	Gas	480	24000
2012	11080	Gas, þjónusta	06	Þjónusta	10	Gas	173	8650
2012	11090	Gas, annað	99	Annað	10	Gas	0	0
2012	21110	Metan á bifreiðar	01	Bifreiðar og tæki	11	Metan	2009	72424,45
2012	21160	Metan til orkuvinnslu	08	Orkuvinnsla	11	Metan	0	0
2012	21190	Metan, annað	99	Annað	11	Metan	0	0
2012	21210	Vetni á bifreiðar	01	Bifreiðar og tæki	12	Vetni	0	0
2012	21290	Vetni, annað	99	Annað	12	Vetni	0	0
2012	21410	Lífdísilolía á bifreiðar	01	Bifreiðar og tæki	14	Lífdísilolía	176	7744
2012	21411	Lífdísilolía á tæki	01	Bifreiðar og tæki	14	Lífdísilolía	0	0
2012	21430	Lífdísilolía, fiskiskip	03	Fiskiskip	14	Lífdísilolía	0	0
2012	21431	Lífdísilolía, erlend fiskiskip	03	Fiskiskip	14	Lífdísilolía	0	0
2012	21432	Lífdísilolía, önnur skip, innlend notkun	04	Önnur skip	14	Lífdísilolía	0	0
2012	21433	Lífdísilolía, önnur skip, millilandanotkun	04	Önnur skip	14	Lífdísilolía	0	0
2012	21440	Lífdísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	14	Lífdísilolía	0	0
2012	21451	Lífdísilolía, steinefnaiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21452	Lífdísilolía, framleiðsla og vinnsla málma	05	Iðnaður	14	Lífdísilolía	0	0
2012	21453	Lífdísilolía, matvæla- og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	14	Lífdísilolía	0	0
2012	21454	Lífdísilolía, fiskimjölsiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21455	Lífdísilolía, efnaiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21459	Lífdísilolía, annar iðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21460	Lífdísilolía, orkuvinnsla	08	Orkuvinnsla	14	Lífdísilolía	0	0
2012	21490	Lífdísilolía, annað	99	Annað	14	Lífdísilolía	0	0
2012	21510	Etanól á bifreiðar	01	Bifreiðar og tæki	15	Etanól	0	0
2012	21590	Etanól, annað	99	Annað	15	Etanól	0	0
2012	21610	Metanól á bifreiðar	01	Bifreiðar og tæki	16	Metanól	0	0
2012	21690	Metanól, annað	99	Annað	16	Metanól	0	0
2012	31356	Úrgangsolía, iðnaður	05	Iðnaður	13	Úrgangsolía	1249	49960
2012	10952	Gljákol, framleiðsla og vinnsla málma	09	Stóriðja	09	Kol og koks	105086	3152580
2012	10957	Koks, framleiðsla og vinnsla málma	09	Stóriðja	09	Kol og koks	35367	1061010
2012	31358	Viðarkurl, stóriðja	09	Stóriðja	09	Kol og koks	23346	700380
2012	10120	Flugvélabensín tekið hér á landi, innlend notkun	02	Flugvélar	01	Flugvélabensín	0	0
2012	10121	Flugvélabensín tekið hér á landi, millilandanotkun	02	Flugvélar	01	Flugvélabensín	0	0
2012	10210	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	0	0
2012	10310	Steinolía, samgöngur	01	Bifreiðar og tæki	03	Steinolía og þotueldsneyti	0	0
2012	10390	Steinolía, annað	01	Bifreiðar og tæki	03	Steinolía og þotueldsneyti	0	0
2012	10420	Þotueldsneyti tekið hér á landi, innlend notkun	02	Flugvélar	04	Þotueldsneyti	0	0
2012	10421	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	0	0
2012	10510	Dísilolía á bifreiðar (frá söludælu)	01	Bifreiðar og tæki	05	Dísilolía	0	0
2012	10511	Dísilolía á tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	0	0
2012	10530	Dísilolía, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	0	0
2012	10531	Dísilolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	0	0
2012	10532	Dísilolía, önnur skip, innlend notkun	04	Önnur skip	05	Dísilolía	0	0
2012	10533	Dísilolía, önnur skip, millilandanotkun	04	Önnur skip	05	Dísilolía	0	0
2012	10540	Dísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	0	0
2012	10551	Dísilolía, steinefnaiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10552	Dísilolía, framleiðsla og vinnsla málma	05	Iðnaður	05	Dísilolía	0	0
2012	10553	Dísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	05	Dísilolía	0	0
2012	10554	Dísilolía, fiskimjölsiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10555	Dísilolía, efnaiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10559	Dísilolía, annar iðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10560	Dísilolía, orkuvinnsla	08	Orkuvinnsla	05	Dísilolía	0	0
2012	10590	Dísilolía, annað	99	Annað	05	Dísilolía	0	0
2012	10630	Skipagasolía, innlend fiskiskip	03	Fiskiskip	06	Skipagasolía	0	0
2012	10631	Skipagasolía, erlend fiskiskip	03	Fiskiskip	06	Skipagasolía	0	0
2012	10632	Skipagasolía, önnur skip, innlend notkun	04	Önnur skip	06	Skipagasolía	0	0
2012	10633	Skipagasolía, önnur skip, millilandanotkun	04	Önnur skip	06	Skipagasolía	0	0
2012	10640	Skipagasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	06	Skipagasolía	0	0
2012	10651	Skipagasolía, steinefnaiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10652	Skipagasolía, framleiðsla og vinnsla málma	05	Iðnaður	06	Skipagasolía	0	0
2012	10653	Skipagasolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	06	Skipagasolía	0	0
2012	10654	Skipagasolía, fiskimjölsiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10655	Skipagasolía, efnaiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10659	Skipagasolía, annar iðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10660	Skipagasolía, orkuvinnsla	08	Orkuvinnsla	06	Skipagasolía	0	0
2012	10690	Skipagasolía, annað	99	Annað	06	Skipagasolía	0	0
2012	10730	Flotadísilolía, innlend fiskiskip	03	Fiskiskip	07	Flotadísilolía	0	0
2012	10731	Flotadísilolía, erlend fiskiskip	03	Fiskiskip	07	Flotadísilolía	0	0
2012	10732	Flotadísilolía, önnur skip, innlend notkun	04	Önnur skip	07	Flotadísilolía	0	0
2012	10733	Flotadísilolía, önnur skip, millilandanotkun	04	Önnur skip	07	Flotadísilolía	0	0
2012	10740	Flotadísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	07	Flotadísilolía	0	0
2012	10751	Flotadísilolía, steinefnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10752	Flotadísilolía, framleiðsla og vinnsla málma	05	Iðnaður	07	Flotadísilolía	0	0
2012	10753	Flotadísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	07	Flotadísilolía	0	0
2012	10754	Flotadísilolía, fiskimjölsiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10755	Flotadísilolía, efnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10759	Flotadísilolía, annar iðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10760	Flotadísilolía, orkuvinnsla	08	Orkuvinnsla	07	Flotadísilolía	0	0
2012	10790	Flotadísilolía, annað	99	Annað	07	Flotadísilolía	0	0
2012	10830	Svartolía, innlend fiskiskip	03	Fiskiskip	08	Svartolía	0	0
2012	10831	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	0	0
2012	10832	Svartolía, önnur skip, innlend notkun	04	Önnur skip	08	Svartolía	0	0
2012	10833	Svartolía, önnur skip, millilandanotkun	04	Önnur skip	08	Svartolía	0	0
2012	10840	Svartolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	08	Svartolía	0	0
2012	10851	Svartolía, steinefnaiðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10852	Svartolía, framleiðsla og vinnsla málma	05	Iðnaður	08	Svartolía	0	0
2012	10853	Svartolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	08	Svartolía	0	0
2012	10854	Svartolía, fiskimjölsiðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10855	Svartolía, efnaiðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10859	Svartolía, annar iðnaður	05	Iðnaður	08	Svartolía	0	0
2012	10860	Svartolía, orkuvinnsla	08	Orkuvinnsla	08	Svartolía	0	0
2012	10890	Svartolía, annað	99	Annað	08	Svartolía	0	0
2012	11040	Gas, heimili	10	Heimili	10	Gas	0	0
2012	11041	Gas, landbúnaður	11	Landbúnaður	10	Gas	0	0
2012	11050	Gas, Iðnaður	05	Iðnaður	10	Gas	263	13150
2012	11052	Gas, framleiðsla og vinnsla málma	09	Stóriðja	10	Gas	672	33600
2012	11080	Gas, þjónusta	06	Þjónusta	10	Gas	94	4700
2012	11090	Gas, annað	99	Annað	10	Gas	0	0
2012	21110	Metan á bifreiðar	01	Bifreiðar og tæki	11	Metan	0	0
2012	21160	Metan til orkuvinnslu	08	Orkuvinnsla	11	Metan	0	0
2012	21190	Metan, annað	99	Annað	11	Metan	0	0
2012	21210	Vetni á bifreiðar	01	Bifreiðar og tæki	12	Vetni	0	0
2012	21290	Vetni, annað	99	Annað	12	Vetni	0	0
2012	21410	Lífdísilolía á bifreiðar	01	Bifreiðar og tæki	14	Lífdísilolía	0	0
2012	21411	Lífdísilolía á tæki	01	Bifreiðar og tæki	14	Lífdísilolía	0	0
2012	21430	Lífdísilolía, fiskiskip	03	Fiskiskip	14	Lífdísilolía	0	0
2012	21431	Lífdísilolía, erlend fiskiskip	03	Fiskiskip	14	Lífdísilolía	0	0
2012	21432	Lífdísilolía, önnur skip, innlend notkun	04	Önnur skip	14	Lífdísilolía	0	0
2012	21433	Lífdísilolía, önnur skip, millilandanotkun	04	Önnur skip	14	Lífdísilolía	0	0
2012	21440	Lífdísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	14	Lífdísilolía	0	0
2012	21451	Lífdísilolía, steinefnaiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21452	Lífdísilolía, framleiðsla og vinnsla málma	05	Iðnaður	14	Lífdísilolía	0	0
2012	21453	Lífdísilolía, matvæla- og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	14	Lífdísilolía	0	0
2012	21454	Lífdísilolía, fiskimjölsiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21455	Lífdísilolía, efnaiðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21459	Lífdísilolía, annar iðnaður	05	Iðnaður	14	Lífdísilolía	0	0
2012	21460	Lífdísilolía, orkuvinnsla	08	Orkuvinnsla	14	Lífdísilolía	0	0
2012	21490	Lífdísilolía, annað	99	Annað	14	Lífdísilolía	0	0
2012	21510	Etanól á bifreiðar	01	Bifreiðar og tæki	15	Etanól	0	0
2012	21590	Etanól, annað	99	Annað	15	Etanól	0	0
2012	21610	Metanól á bifreiðar	01	Bifreiðar og tæki	16	Metanól	0	0
2012	21690	Metanól, annað	99	Annað	16	Metanól	0	0
2012	31356	Úrgangsolía, iðnaður	05	Iðnaður	13	Úrgangsolía	0	0
2012	10120	Flugvélabensín tekið hér á landi, innlend notkun	02	Flugvélar	01	Flugvélabensín	191	8556,8
2012	10121	Flugvélabensín tekið hér á landi, millilandanotkun	02	Flugvélar	01	Flugvélabensín	1	44,8
2012	10210	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	36837	1650297,6
2012	10310	Steinolía, samgöngur	01	Bifreiðar og tæki	03	Steinolía og þotueldsneyti	24	1070,16
2012	10390	Steinolía, annað	01	Bifreiðar og tæki	03	Steinolía og þotueldsneyti	0	0
2012	10420	Þotueldsneyti tekið hér á landi, innlend notkun	02	Flugvélar	04	Þotueldsneyti	57	2541,63
2012	10421	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	7852	350120,68
2012	10510	Dísilolía á bifreiðar (frá söludælu)	01	Bifreiðar og tæki	05	Dísilolía	27575	1194824,75
2012	10511	Dísilolía á tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	7469	323631,77
2012	10530	Dísilolía, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	1163	50392,79
2012	10531	Dísilolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	10	433,3
2012	10532	Dísilolía, önnur skip, innlend notkun	04	Önnur skip	05	Dísilolía	35	1516,55
2012	10533	Dísilolía, önnur skip, millilandanotkun	04	Önnur skip	05	Dísilolía	0	0
2012	10540	Dísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	227	9835,91
2012	10551	Dísilolía, steinefnaiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10552	Dísilolía, framleiðsla og vinnsla málma	05	Iðnaður	05	Dísilolía	0	0
2012	10553	Dísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	05	Dísilolía	0	0
2012	10554	Dísilolía, fiskimjölsiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10555	Dísilolía, efnaiðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10559	Dísilolía, annar iðnaður	05	Iðnaður	05	Dísilolía	0	0
2012	10560	Dísilolía, orkuvinnsla	08	Orkuvinnsla	05	Dísilolía	48	2079,84
2012	10590	Dísilolía, annað	99	Annað	05	Dísilolía	0	0
2012	10630	Skipagasolía, innlend fiskiskip	03	Fiskiskip	06	Skipagasolía	27829	1205830,57
2012	10631	Skipagasolía, erlend fiskiskip	03	Fiskiskip	06	Skipagasolía	6324	274018,92
2012	10632	Skipagasolía, önnur skip, innlend notkun	04	Önnur skip	06	Skipagasolía	1269	54985,77
2012	10633	Skipagasolía, önnur skip, millilandanotkun	04	Önnur skip	06	Skipagasolía	0	0
2012	10640	Skipagasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	06	Skipagasolía	96	4159,68
2012	10651	Skipagasolía, steinefnaiðnaður	05	Iðnaður	06	Skipagasolía	211	9142,63
2012	10652	Skipagasolía, framleiðsla og vinnsla málma	05	Iðnaður	06	Skipagasolía	216	9359,28
2012	10653	Skipagasolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	06	Skipagasolía	542	23484,86
2012	10654	Skipagasolía, fiskimjölsiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10655	Skipagasolía, efnaiðnaður	05	Iðnaður	06	Skipagasolía	68	2946,44
2012	10659	Skipagasolía, annar iðnaður	05	Iðnaður	06	Skipagasolía	0	0
2012	10660	Skipagasolía, orkuvinnsla	08	Orkuvinnsla	06	Skipagasolía	29	1256,57
2012	10690	Skipagasolía, annað	99	Annað	06	Skipagasolía	0	0
2012	10730	Flotadísilolía, innlend fiskiskip	03	Fiskiskip	07	Flotadísilolía	12189	528149,37
2012	10731	Flotadísilolía, erlend fiskiskip	03	Fiskiskip	07	Flotadísilolía	79	3423,07
2012	10732	Flotadísilolía, önnur skip, innlend notkun	04	Önnur skip	07	Flotadísilolía	0	0
2012	10733	Flotadísilolía, önnur skip, millilandanotkun	04	Önnur skip	07	Flotadísilolía	0	0
2012	10740	Flotadísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	07	Flotadísilolía	0	0
2012	10751	Flotadísilolía, steinefnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2012	10752	Flotadísilolía, framleiðsla og vinnsla málma	05	Iðnaður	07	Flotadísilolía	0	0
2012	10753	Flotadísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	07	Flotadísilolía	0	0
